branch,division,group_name,description,qty,total_amount
Stories Unknown,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT COMBO SMALL,3024.5,954850.0
Stories Unknown,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT MEDIUM,19.5,6233.33
Stories Unknown,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT COMBO MEDIUM,1430.1,564840.0
Stories Unknown,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT COMBO X-LARGE,101.5,53366.67
Stories Unknown,FROZEN YOGHURT,FROZEN YOGHURT,PISTACHIO YOGHURT SMALL,1.0,400.0
Stories Unknown,FROZEN YOGHURT,FROZEN YOGHURT,PISTACHIO YOGHURT COMBO SMALL,36.0,13000.0
Stories Unknown,FROZEN YOGHURT,FROZEN YOGHURT,PISTACHIO YOGHURT COMBO MEDIUM,16.0,8000.0
Stories Unknown,FROZEN YOGHURT,FROZEN YOGHURT,PISTACHIO YOGHURT COMBO X-LARGE,4.0,2533.33
Stories Unknown,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT SMALL,9.5,2666.67
Stories Unknown,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT MEDIUM,1.0,333.33
Stories Unknown,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT COMBO SMALL,235.5,66466.67
Stories Unknown,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT COMBO MEDIUM,118.5,46850.0
Stories Unknown,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT COMBO X-LARGE,5.5,2883.33
Stories Unknown,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT SMALL,25.5,7550.0
Stories Unknown,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT COMBO SMALL,645.6,192700.0
Stories Unknown,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT COMBO MEDIUM,257.9,102460.0
Stories Unknown,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT MEDIUM,6.0,2000.0
Stories Unknown,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT COMBO X-LARGE,26.0,13683.33
Stories Unknown,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP MANGO,77.0,0.0
Stories Unknown,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP CHOCOLATE,70.0,0.0
Stories Unknown,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP POMEGRANATE,73.0,0.0
Stories Unknown,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP SPECULOSE LOTUS,37.0,0.0
Stories Unknown,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP ORIGINAL YOUGHURT,80.5,0.0
Stories Unknown,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT SMALL,30.5,9116.67
Stories Unknown,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO SMALL,1543.6,494483.33
Stories Unknown,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT MEDIUM,7.0,2333.33
Stories Unknown,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO MEDIUM,681.3,272070.0
Stories Unknown,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT X-LARGE,1.0,466.67
Stories Unknown,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO X-LARGE,63.5,33816.67
Stories Unknown,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP BLUEBERRY,88.0,0.0
Stories Unknown,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP PISTACHIO,6.0,0.0
Stories Unknown,SANDWICHES,SUB SANDWICHES,TUNA SUB,5.0,1833.33
Stories Unknown,SANDWICHES,SUB SANDWICHES,VEGGIE SUB,245.0,1100.0
Stories Unknown,SANDWICHES,SUB SANDWICHES,TURKEY & CHEESE SUB,134.0,49133.33
Stories Unknown,SANDWICHES,SUB SANDWICHES,CHICKEN TERIAKI SUB,75.0,27500.0
Stories Unknown,SANDWICHES,SUB SANDWICHES,BROWN CHICKEN TERIAKI SUB,70.0,28000.0
Stories Unknown,SANDWICHES,SUB SANDWICHES,BROWN TUNA SUB,5.0,2000.0
Stories Unknown,SANDWICHES,SUB SANDWICHES,BROWN TURKEY & CHEESE SUB,95.0,38000.0
Stories Unknown,SANDWICHES,SUB SANDWICHES,BROWN VEGGIE SUB,2.0,800.0
Stories Unknown,SANDWICHES,SUB SANDWICHES,PESTO HALLOUMI SUB,105.0,31500.0
Stories Unknown,SANDWICHES,SUB SANDWICHES,LABNEH SUB,29.0,2666.67
Stories Unknown,SANDWICHES,SUB SANDWICHES,BROWN LABNEH SUB,34.0,10200.0
Stories Unknown,SANDWICHES,SUB SANDWICHES,BROWN PESTO HALLOUMI SUB,160.0,53333.33
Stories Unknown,SANDWICHES,SUB SANDWICHES,BROWN CHICKEN CAESAR SANDWICH,53.0,26500.0
Stories Unknown,SANDWICHES,SUB SANDWICHES,CHICKEN CAESAR SANDWICH,47.0,21933.33
Stories Unknown,CINNAMON ROLLS,CINNAMONS,CLASSIC CINNAMON ROLL LARGE,1088.0,318333.33
Stories Unknown,CINNAMON ROLLS,CINNAMONS,CHOCOLATE ROLL LARGE,305.0,66666.67
Stories Unknown,CINNAMON ROLLS,CINNAMONS,EXTRA CREAM CHEESE FROSTING MIX,93.0,3100.0
Stories Unknown,CINNAMON ROLLS,CINNAMONS,LOTUS ROLL,5.0,1833.33
Stories Unknown,CARTON,PACKAGING,CARTON HANDLE BAG,65.0,0.0
Stories Unknown,CARTON,PACKAGING,SMALL DESSERT BOX(1PCS),36.0,0.0
Stories Unknown,CARTON,PACKAGING,LARGE DESSERT BOX(4PCS),1.0,0.0
Stories Unknown,NOT USED,NOT USED,TUNA PASTA SALAD/NOT USED,1.0,466.67
Stories Unknown,NOT USED,NOT USED,QUINOA SALAD/NOT USED,1.0,466.67
Stories Unknown,NOT USED,NOT USED,CHOCOLATE PLUS,243.0,24300.0
Stories Unknown,NOT USED,NOT USED,CHICKEN BREAST SUB,1.0,366.67
Stories Unknown,NOT USED,NOT USED,PRUNELLE THYME CROISSANT/NOT USED,140.0,28000.0
Stories Unknown,NOT USED,NOT USED,PRUNELLE CHEESE CROISSANT/NOT USED,258.0,51533.33
Stories Unknown,NOT USED,NOT USED,PRUNELLE CHOCOLATE CROISSANT/NOT USED,187.0,37333.33
Stories Unknown,NOT USED,NOT USED,BROWN CHICKEN BREAST SUB,1.0,400.0
Stories Unknown,NOT USED,NOT USED,BROWN ROAST BEEF SUB/NOT USED,1.0,400.0
Stories Unknown,NOT USED,NOT USED,BROWN SALAMI & PEPPERONI SUB/NOT USED,1.0,400.0
Stories Unknown,NOT USED,NOT USED,TIRAMISU ROLL/not used,6.0,2200.0
Stories Unknown,NOT USED,NOT USED,ROCCA SALAD (GRAB&GO),6.0,2666.67
Stories Unknown,NOT USED,NOT USED,STEVIA SUGAR SACHET/NOT USED,104.0,0.0
Stories Unknown,NOT USED,NOT USED,POMEGRANATE CUP/NOT USED,108.0,21600.0
Stories Unknown,NOT USED,NOT USED,COCONUT CUP/NOT USED,97.0,19400.0
Stories Unknown,NOT USED,NOT USED,NY STYLE COOKIE -PISTACHIO,8.0,2666.67
Stories Unknown,NOT USED,NOT USED,PASSION FRUIT YOGHURT SMALL/NOT USED,1.5,450.0
Stories Unknown,NOT USED,NOT USED,PASSION FRUIT YOGHURT MEDIUM/NOT USED,0.5,166.67
Stories Unknown,NOT USED,NOT USED,TASTING CUP PASSION FRUIT/NOT USED,2.0,0.0
Stories Unknown,NOT USED,NOT USED,PASSION FRUIT YOGHURT COMBO SMALL/NOT USED,47.5,15833.33
Stories Unknown,NOT USED,NOT USED,PASSION FRUIT YOGHURT COMBO MEDIUM/NOT USED,17.5,7000.0
Stories Unknown,NOT USED,NOT USED,JOYCREAM FRUIT ROUGES,279.0,27900.0
Stories Unknown,NOT USED,NOT USED,BROWN FILET STEAK SANDWICH,9.0,4500.0
Stories Unknown,NOT USED,NOT USED,FILET STEAK SANDWICH,17.0,7933.33
Stories Unknown,NOT USED,NOT USED,NY STYLE COOKIE/NOT USED,3.0,1000.0
Stories Unknown,NOT USED,NOT USED,GRILLED VEGGIE SUB,56.0,933.33
Stories Unknown,NOT USED,NOT USED,BROWN GRILLED VEGGIE SUB,1.0,500.0
Stories Unknown,NOT USED,NOT USED,FRIKEH LENTIL SALAD (GRAP&GO),1.0,466.67
Stories Unknown,NOT USED,NOT USED,LEBANESE SALAD (GRAB&GO),4.0,1866.67
Stories Unknown,NOT USED,NOT USED,ADD STEAK,15.0,2000.0
Stories Unknown,NOT USED,NOT USED,LYCHEE BOBA/NOT USED,6.0,0.0
Stories Unknown,NOT USED,NOT USED,STRAWBERRY BOBA/NOT USED,12.0,0.0
Stories Unknown,NOT USED,NOT USED,GRANELLA DI BISCOTTO COMBO,254.0,0.0
Stories Unknown,NOT USED,NOT USED,KROCCO MILK,1.0,100.0
Stories Unknown,NOT USED,NOT USED,COOKIES & MILK,189.0,18900.0
Stories Unknown,NOT USED,NOT USED,VALENTINE HOT CHOCOLATE/NOT USED,40.0,14666.67
Stories Unknown,NOT USED,NOT USED,GRANELLA DI BISCOTTO,3.0,300.0
Stories Unknown,NOT USED,NOT USED,NUTELLA ROLL,309.0,113300.0
Stories Unknown,NOT USED,NOT USED,ARABESCHI PISTACHIO CRYSTAL,62.0,6200.0
Stories Unknown,NOT USED,NOT USED,BROWN ASIAN CRAB SANDWICH,1.0,400.0
Stories Unknown,SUBS,ADD ONS,ADD SMOKED TURKEY,29.0,2900.0
Stories Unknown,SUBS,ADD ONS,ADD CHEDDAR CHEESE,4.0,266.67
Stories Unknown,SUBS,ADD ONS,ADD TUNA,1.0,133.33
Stories Unknown,SUBS,ADD ONS,ADD CHICKEN,51.0,6766.67
Stories Unknown,SUBS,ADD ONS,ADD HALLOUM CHEESE,16.0,1600.0
Stories Unknown,GRAB&GO FOOD,PACKAGED FOOD,FREEZE DROPS STRAWBERRY,412.0,82400.0
Stories Unknown,GRAB&GO FOOD,PACKAGED FOOD,MEDIUM CHIPS,221.0,14733.33
Stories Unknown,GRAB&GO FOOD,SALADS,GREEK SALAD (GRAB&GO),14.0,6533.33
Stories Unknown,GRAB&GO FOOD,SALADS,QUINOA SALAD (GRAB&GO),9.0,4200.0
Stories Unknown,GRAB&GO FOOD,SALADS,TUNA PASTA SALAD (GRAB&GO),32.0,14933.33
Stories Unknown,GRAB&GO FOOD,SALADS,ASIAN SALAD (GRAB&GO),18.0,8400.0
Stories Unknown,GRAB&GO FOOD,FRUITS,PINEAPPLE CUP,17.0,6233.33
Stories Unknown,GRAB&GO FOOD,FRUITS,BOUMALI CUP,115.0,23000.0
Stories Unknown,DONUTS,DONUTS,PISTACHIO CREAM DOUGHNUTS,98.0,19600.0
Stories Unknown,DONUTS,DONUTS,BOSTON CREAM DONUT,102.0,20400.0
Stories Unknown,DONUTS,DONUTS,OREO DOUGHNUTS,102.0,20400.0
Stories Unknown,DONUTS,DONUTS,HAZELNUT DOUGHNUTS,105.0,21000.0
Stories Unknown,DONUTS,DONUTS,STRAWBERRY DOUGHNUTS,72.0,14400.0
Stories Unknown,DONUTS,DONUTS,LOTUS DOUGHNUTS,115.0,23000.0
Stories Unknown,DONUTS,DONUTS,KINDER DOUGHNUTS,110.0,22000.0
Stories Ain El Mreisseh,HOT BAR SECTION,BLACK COFFEE,ESPRESSO,9454.0,1472911.74
Stories Ain El Mreisseh,HOT BAR SECTION,BLACK COFFEE,DOUBLE ESPRESSO,9752.0,1810704.15
Stories Ain El Mreisseh,HOT BAR SECTION,BLACK COFFEE,AMERICANO SMALL,3856.0,730693.7
Stories Ain El Mreisseh,HOT BAR SECTION,BLACK COFFEE,AMERICANO MEDIUM,2865.0,630112.01
Stories Ain El Mreisseh,HOT BAR SECTION,BLACK COFFEE,AMERICANO LARGE,540.0,132252.67
Stories Ain El Mreisseh,HOT BAR SECTION,BLACK COFFEE,BLACK COFFEE SMALL,8001.0,1313887.38
Stories Ain El Mreisseh,HOT BAR SECTION,BLACK COFFEE,BLACK COFFEE MEDIUM,4686.0,939671.48
Stories Ain El Mreisseh,HOT BAR SECTION,BLACK COFFEE,BLACK COFFEE LARGE,797.0,185491.89
Stories Ain El Mreisseh,HOT BAR SECTION,BLACK COFFEE,SINGLE ESPRESSO MACC,284.0,43564.17
Stories Ain El Mreisseh,HOT BAR SECTION,BLACK COFFEE,DOUBLE ESPRESSO MAC,331.0,60864.86
Stories Ain El Mreisseh,HOT BAR SECTION,BLACK COFFEE,TRIPLE ESPRESSO,265.0,26749.67
Stories Ain El Mreisseh,HOT BAR SECTION,BLACK COFFEE,SINGLE LONGO,929.0,164331.77
Stories Ain El Mreisseh,HOT BAR SECTION,BLACK COFFEE,DOUBLE LONGO,654.0,120584.14
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,LATTE SMALL,10442.0,2011079.65
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,LATTE MEDIUM,12020.0,2714020.35
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,CAPPUCCINO SMALL,5099.0,998800.0
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,CAPPUCCINO MEDIUM,4952.0,1119011.47
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,MOCHA SMALL,1587.0,346403.06
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,MOCHA MEDIUM,2253.0,581079.04
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,WHITE MOCHA SMALL,7091.0,1262017.8
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,WHITE MOCHA MEDIUM,7566.0,1947621.63
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,CARAMEL MACHIATO SMALL,2129.0,475259.52
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,CARAMEL MACHIATO MEDIUM,3685.0,947309.91
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,SIGNATURE HOT CHOCOLATE SMALL,3791.0,861704.5
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,SIGNATURE HOT CHOCOLATE MEDIUM,4232.0,1125172.38
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,STEAMED MILK SMALL,150.0,19101.5
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,STEAMED MILK MEDIUM,105.0,17570.57
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,LATTE LARGE,1474.0,391584.39
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,MOCHA LARGE,249.0,74340.54
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,CAPPUCCINO LARGE,628.0,166714.72
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,STEAMED MILK LARGE,13.0,2583.78
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,WHITE MOCHA LARGE,1189.0,354109.61
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,CARAMEL MACCHIATO LARGE,292.0,87012.31
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,MATCHA LATTE SMALL,862.0,168306.31
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,MATCHA LATTE MEDIUM,1271.0,286481.26
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,MATCHA LATTE LARGE,223.0,59272.07
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,FLAT WHITE,5200.0,903026.85
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,HOT DOUBLE SHOT SMALL,985.0,180235.13
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,HOT DOUBLE SHOT MEDIUM,1213.0,322520.12
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,HOT DOUBLE SHOT LARGE,59.0,19468.47
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,TOFFEE NUT LATTE MEDIUM,1165.0,311358.56
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,TOFFEE NUT LATTE SMALL,688.0,160705.41
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,CLASSIC HOT CHOC SMALL,274.0,62466.01
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,CLASSIC HOT CHOC MEDIUM,321.0,84737.66
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,HOT DOUBLE SHOT TOFFEE NUT SMALL,13.0,3452.25
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,HOT DOUBLE SHOT TOFFEE NUT MEDIUM,36.0,10731.53
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,CLASSIC HOT CHOC LARGE,16.0,4714.41
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,SPANISH LATTE SMALL,2512.0,597214.24
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,SPANISH LATTE MEDIUM,3931.0,1155538.74
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,SALTED CARAMEL LATTE SMALL,373.0,83061.26
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,SALTED CARAMEL LATTE MEDIUM,502.0,132821.62
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,SALTED CARAMEL LATTE LARGE,64.0,20963.96
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,SIGNATURE HOT CHOCOLATE LARGE,287.0,85506.61
Stories Ain El Mreisseh,HOT BAR SECTION,MIXED HOT BEVERAGE,TOFFEE NUT LATTE LARGE,136.0,45228.23
Stories Ain El Mreisseh,HOT BAR SECTION,TEA,ENGLISH BREAKFAST TEA MEDIUM,1245.0,194948.95
Stories Ain El Mreisseh,HOT BAR SECTION,TEA,EARL GREY LAVENDER TEA MEDIUM,838.0,138301.8
Stories Ain El Mreisseh,HOT BAR SECTION,TEA,ORGANIC GREEN TEA MEDIUM,1256.0,208974.47
Stories Ain El Mreisseh,HOT BAR SECTION,TEA,SOUTHERN MINT HERBAL TEA MEDIUM,726.0,121096.1
Stories Ain El Mreisseh,HOT BAR SECTION,TEA,ADD ENGLISH BREAKFAST TEA BAG,35.0,1279.88
Stories Ain El Mreisseh,HOT BAR SECTION,TEA,ADD EARL GREY LAVENDER BAG,9.0,352.25
Stories Ain El Mreisseh,HOT BAR SECTION,TEA,ADD GREEN TEA BAG,18.0,827.93
Stories Ain El Mreisseh,HOT BAR SECTION,TEA,ADD SOUTHERN MINT HERBAL TEA BAG,8.0,301.5
Stories Ain El Mreisseh,HOT BAR SECTION,TEA,GOLDEN CHAMOMILE HERBAL TEA MEDIUM,636.0,105653.15
Stories Ain El Mreisseh,HOT BAR SECTION,TEA,SWEET GINGER PEACH BLACK TEA MEDIUM,298.0,49150.15
Stories Ain El Mreisseh,HOT BAR SECTION,TEA,ADD GOLDEN CHAMOMILE HERBAL TEA BAG,12.0,460.96
Stories Ain El Mreisseh,HOT BAR SECTION,TEA,ADD SWEET GINGER PEACH BLACK TEA BAG,6.0,234.83
Stories Ain El Mreisseh,HOT BAR SECTION,TEA,BOMBAY CHAI BLACK TEA MEDIUM,364.0,59003.0
Stories Ain El Mreisseh,HOT BAR SECTION,TEA,ADD BOMBAY CHAI TEA BAG,6.0,226.13
Stories Ain El Mreisseh,HOT BAR SECTION,TEA,MEDITERRANEAN CARAMEL TEA MEDIUM,123.0,20644.14
Stories Ain El Mreisseh,HOT BAR SECTION,TEA,LEMONGRASS&ORANGE TEA MEDIUM,228.0,38253.75
Stories Ain El Mreisseh,HOT BAR SECTION,TEA,ADD MEDITERRANEAN CARAMEL TEA BAG,33.0,1387.39
Stories Ain El Mreisseh,HOT BAR SECTION,TEA,ADD LEMONGRASS&ORANGE TEA BAG,6.0,252.25
Stories Ain El Mreisseh,HOT BAR SECTION,BEANS,YIRGACHEFFE BEANS 250G,14.0,9069.07
Stories Ain El Mreisseh,HOT BAR SECTION,BEANS,HOUSE BLEND BEANS 250G,113.0,58363.96
Stories Ain El Mreisseh,HOT BAR SECTION,BEANS,AMERICAN COFFEE BEANS 250G,17.0,8168.17
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED AMERICANO SMALL,1071.0,213463.12
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED AMERICANO MEDIUM,1903.0,434082.7
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED LATTE SMALL,4023.0,761075.68
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED LATTE MEDIUM,10250.0,2361682.18
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MOCHA SMALL,566.0,116718.92
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MOCHA MEDIUM,1791.0,475346.55
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED WHITE MOCHA SMALL,2596.0,541086.48
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED WHITE MOCHA MEDIUM,6553.0,1739778.99
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED AMERICANO LARGE,347.0,91298.14
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED LATTE LARGE,1347.0,357169.97
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MOCHA LARGE,259.0,76718.62
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED WHITE MOCHA LARGE,1660.0,492425.52
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,DOUBLE SHOT SHAKEN MEDIUM,3166.0,741550.87
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,DOUBLE SHOT SHAKEN LARGE,423.0,112271.47
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MATCHA LATTE SMALL,1650.0,327019.82
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MATCHA LATTE MEDIUM,4826.0,1111389.49
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED MATCHA LATTE LARGE,1140.0,302094.9
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,DOUBLE SHOT SHAKEN SMALL,2533.0,283655.86
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CARAMEL MACCHIATO SMALL,1157.0,262025.52
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CARAMEL MACCHIATO MEDIUM,3562.0,945809.01
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CARAMEL MACCHIATO LARGE,398.0,118213.21
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED TOFFEE NUT LATTE SMALL,47.0,11014.11
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED TOFFEE NUT LATTE MEDIUM,151.0,40327.93
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CLASSIC CHOC MEDIUM,424.0,112658.26
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CLASSIC CHOC SMALL,234.0,52963.66
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,BLUE NADE,1900.0,502757.96
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED DOUBLE SHOT TOFFEE NUT SMALL,3.0,720.0
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED DOUBLE SHOT TOFFEE NUT MEDIUM,27.0,7094.29
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,SIGNATURE ICED CHOCOLATE SMALL,62.0,14150.15
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,SIGNATURE ICED CHOCOLATE MEDIUM,110.0,29069.07
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED DOUBLE SHOT TOFFEE NUT,6.0,1740.54
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED TOFFEE NUT LATTE LARGE,19.0,6201.2
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED CLASSIC CHOC LARGE,21.0,6231.53
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,SIGNATURE ICED CHOCOLATE LARGE,19.0,5591.59
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED SPANISH LATTE SMALL,2568.0,612050.09
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED SPANISH LATTE MEDIUM,7084.0,2064862.52
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED SALTED CARAMEL LATTE SMALL,283.0,64230.63
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED SALTED CARAMEL LATTE MEDIUM,781.0,206762.76
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,ICED SALTED CARAMEL LATTE LARGE,91.0,27954.95
Stories Ain El Mreisseh,COLD BAR SECTION,MIXED COLD BEVERAGES,COLD BREW BOTTLE,1445.0,248678.68
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,COFFEE FRAPPE SMALL,438.0,82365.77
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,COFFEE FRAPPE MEDIUM,1062.0,235174.78
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,CARAMEL FRAPP SMALL,3869.0,880111.11
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,CARAMEL FRAPP MEDIUM,12842.0,3416663.32
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,CARAMEL FRAPP LARGE,1511.0,469124.44
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,COFFEE FRAPP LARGE,149.0,36932.13
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,MOCHA FRAPP SMALL,1262.0,272064.57
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,MOCHA FRAPP MEDIUM,3729.0,975710.51
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,MOCHA FRAPP LARGE,571.0,163412.61
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,ESPRESSO FRAPP SMALL,516.0,95585.59
Stories Ain El Mreisseh,COLD BAR SECTION,BLENDED BRINKS,ESPRESSO FRAPP MEDIUM,1464.0,319355.56
