branch,service_type,category,section,product_desc,qty,revenue,total_cost,total_profit,cost_pct,profit_pct
Stories Lau,TAKE AWAY,FOOD,SANDWICHES,TURKEY & CHEESE SUB,608.0,219485.88,60997.9,158487.98,27.79,72.21
Stories Lau,TAKE AWAY,FOOD,SANDWICHES,VEGGIE SUB,843.0,6073.27,50703.78,-44630.51,834.87,-734.87
Stories Lau,TAKE AWAY,FOOD,SUBS,ADD CHEDDAR CHEESE,5.0,313.51,17.9,295.61,5.71,94.29
Stories Lau,TAKE AWAY,FOOD,SUBS,ADD CHICKEN,170.0,23353.76,15176.88,8176.88,64.99,35.01
Stories Lau,TAKE AWAY,FOOD,SUBS,ADD HALLOUM CHEESE,64.0,6013.52,3604.76,2408.76,59.94,40.06
Stories Lau,TAKE AWAY,FOOD,SUBS,ADD PULLED BEEF,7.0,1051.05,698.25,352.8,66.43,33.57
Stories Lau,TAKE AWAY,FOOD,SUBS,ADD SMOKED TURKEY,181.0,18303.9,7188.34,11115.56,39.27,60.73
Stories Lau,TAKE AWAY,FOOD,SUBS,ADD TUNA,80.0,10995.8,3822.83,7172.97,34.77,65.23
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,1 SHOT DECAFE,79.0,0.0,754.19,-754.19,0.0,100.0
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,2 SHOT DECAFE,130.0,0.0,2482.13,-2482.13,0.0,100.0
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,3 SHOT DECAFE,86.0,0.0,2463.04,-2463.04,0.0,100.0
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ADD BANANA SAUCE LARGE,1.0,73.33,34.99,38.34,47.72,52.28
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ADD BANANA SAUCE MEDIUM,1.0,36.67,17.5,19.17,47.72,52.28
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ADD CARAMEL DRIZZLE,143.0,4966.66,479.94,4486.72,9.66,90.34
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ADD CARAMEL LARGE,71.0,2603.33,610.23,1993.1,23.44,76.56
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ADD CARAMEL MEDIUM,163.0,5966.67,1273.6,4693.07,21.35,78.65
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ADD CARAMEL SF LARGE,203.0,7443.33,2664.71,4778.62,35.8,64.2
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ADD CARAMEL SF MEDIUM,311.0,11396.67,3061.8,8334.87,26.87,73.13
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ADD CARAMEL SF SMALL,242.0,8873.34,1588.33,7285.01,17.9,82.1
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ADD CARAMEL SMALL,26.0,836.66,135.43,701.23,16.19,83.81
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ADD CHOCOLATE DRIZZLE,38.0,1393.33,125.3,1268.03,8.99,91.01
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ADD HAZELNUT LARGE,16.0,586.66,173.27,413.39,29.54,70.47
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ADD HAZELNUT MEDIUM,26.0,953.33,255.97,697.36,26.85,73.15
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ADD HAZELNUT SMALL,6.0,220.0,39.38,180.62,17.9,82.1
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ADD MOCHA LARGE,17.0,623.33,336.33,287.0,53.96,46.04
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ADD MOCHA MEDIUM,15.0,550.0,222.57,327.43,40.47,59.53
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ADD RASPBERRY SAUCE LARGE,1.0,66.67,31.53,35.14,47.29,52.71
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ADD SHOT,752.0,24634.72,6663.1,17971.62,27.05,72.95
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ADD VANILLA LARGE,35.0,1283.33,401.09,882.24,31.25,68.75
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ADD VANILLA MEDIUM,124.0,4536.66,968.87,3567.79,21.36,78.64
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ADD VANILLA SF LARGE,176.0,6450.0,2541.32,3908.68,39.4,60.6
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ADD VANILLA SF MEDIUM,318.0,11653.33,3130.71,8522.62,26.87,73.13
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ADD VANILLA SF SMALL,252.0,9236.67,1653.96,7582.71,17.91,82.09
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ADD VANILLA SMALL,11.0,363.33,57.3,306.03,15.77,84.23
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ADD WHIPPED CREAM,327.0,11990.0,2897.38,9092.62,24.16,75.83
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ADD WHITE MOCHA LARGE,51.0,1870.0,438.19,1431.81,23.43,76.57
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ADD WHITE MOCHA MEDIUM,133.0,4876.66,857.05,4019.61,17.57,82.43
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ADD WHITE MOCHA SMALL,80.0,1606.67,343.68,1262.99,21.39,78.61
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ADD YIRGACHEFFE SHOT,2.0,73.33,19.09,54.24,26.04,73.96
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,BLUE NADE,2.0,586.67,134.62,452.05,22.95,77.05
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,CARAMEL CREAM FRAPP LARGE,10.0,3520.0,641.68,2878.32,18.23,81.77
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,CARAMEL CREAM FRAPP MEDIUM,17.0,4960.0,722.28,4237.72,14.56,85.44
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,CARAMEL CREAM FRAPP SMALL,29.0,7396.66,942.69,6453.97,12.74,87.26
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,CARAMEL FRAPP LARGE,80.0,28350.67,5731.04,22619.63,20.21,79.79
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,CARAMEL FRAPP MEDIUM,158.0,46266.67,11220.41,35046.26,24.25,75.75
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,CARAMEL FRAPP SMALL,204.0,52103.34,11500.16,40603.18,22.07,77.93
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,CHOCOLATE CREAM FRAP SMALL,48.0,12250.0,2479.95,9770.05,20.24,79.76
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,CHOCOLATE CREAM FRAPP LARGE,1.0,330.0,71.13,258.87,21.56,78.44
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,CHOCOLATE CREAM FRAPP MEDIUM,23.0,6746.67,1583.15,5163.52,23.47,76.53
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,COFFEE FRAPP LARGE,20.0,5866.66,1209.36,4657.3,20.61,79.39
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,COFFEE FRAPPE MEDIUM,63.0,16170.0,3664.55,12505.45,22.66,77.34
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,COFFEE FRAPPE SMALL,38.0,8360.0,1816.71,6543.29,21.73,78.27
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,DOUBLE SHOT SHAKEN LARGE,33.0,9680.0,2416.69,7263.31,24.97,75.03
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,DOUBLE SHOT SHAKEN MEDIUM,96.0,25234.0,4920.73,20313.27,19.5,80.5
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,DOUBLE SHOT SHAKEN SMALL,81.0,13380.0,2590.49,10789.51,19.36,80.64
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ESPRESSO FRAPP LARGE,3.0,880.0,207.99,672.01,23.63,76.37
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ESPRESSO FRAPP MEDIUM,28.0,7186.66,1572.3,5614.36,21.88,78.12
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ESPRESSO FRAPP SMALL,14.0,2860.0,641.12,2218.88,22.42,77.58
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,HAZELNUT FRAPP MEDIUM,8.0,2346.67,544.1,1802.57,23.19,76.81
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,HAZELNUT FRAPP SMALL,1.0,256.67,54.37,202.3,21.18,78.82
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ICED AMERICANO LARGE,9.0,2574.0,442.48,2131.52,17.19,82.81
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ICED AMERICANO MEDIUM,16.0,4033.34,567.72,3465.62,14.08,85.92
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ICED AMERICANO SMALL,16.0,3439.34,353.43,3085.91,10.28,89.72
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ICED CARAMEL MACCHIATO LARGE,61.0,20130.0,3558.82,16571.18,17.68,82.32
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ICED CARAMEL MACCHIATO MEDIUM,150.0,43973.33,7612.69,36360.64,17.31,82.69
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ICED CARAMEL MACCHIATO SMALL,158.0,38966.67,5085.37,33881.3,13.05,86.95
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ICED CLASSIC CHOC MEDIUM,3.0,880.0,136.56,743.44,15.52,84.48
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ICED CLASSIC CHOC SMALL,16.0,4106.67,619.55,3487.12,15.09,84.91
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ICED LATTE LARGE,157.0,46053.34,7418.58,38634.76,16.11,83.89
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ICED LATTE MEDIUM,284.0,72800.0,11643.61,61156.39,15.99,84.01
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ICED LATTE SMALL,202.0,44200.0,4979.27,39220.73,11.27,88.73
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ICED MATCHA LATTE LARGE,128.0,37413.34,10252.62,27160.72,27.4,72.6
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ICED MATCHA LATTE MEDIUM,261.0,66920.0,16844.19,50075.81,25.17,74.83
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ICED MATCHA LATTE SMALL,169.0,37180.0,7727.88,29452.12,20.79,79.21
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ICED MOCHA LARGE,12.0,3960.0,756.11,3203.89,19.09,80.91
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ICED MOCHA MEDIUM,36.0,10506.67,1901.38,8605.29,18.1,81.9
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ICED MOCHA SMALL,20.0,4363.33,650.56,3712.77,14.91,85.09
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ICED PEACH TEA MEDIUM,1.0,293.33,47.56,245.77,16.22,83.78
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ICED PEACH TEA SMALL,4.0,0.0,141.7,-141.7,0.0,100.0
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ICED PEACH TEA LARGE,2.0,660.0,122.51,537.49,18.56,81.44
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ICED RASPBERRY TEA MEDIUM,2.0,586.67,54.69,531.98,9.32,90.68
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ICED RASPBERRY TEA SMALL,2.0,513.34,40.53,472.81,7.89,92.11
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ICED SALTED CARAMEL LATTE LARGE,21.0,7700.0,1546.26,6153.74,20.08,79.92
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ICED SALTED CARAMEL LATTE MEDIUM,34.0,9973.33,2102.18,7871.15,21.08,78.92
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ICED SALTED CARAMEL LATTE SMALL,21.0,5390.0,832.76,4557.24,15.45,84.55
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ICED SPANISH LATTE MEDIUM,126.0,40663.33,7022.22,33641.11,17.27,82.73
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ICED SPANISH LATTE SMALL,110.0,22173.33,3875.01,18298.32,17.48,82.52
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ICED TOFFEE NUT LATTE MEDIUM,5.0,1466.67,333.07,1133.6,22.71,77.29
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ICED TOFFEE NUT LATTE SMALL,1.0,256.67,45.28,211.39,17.64,82.36
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ICED WHITE MOCHA LARGE,101.0,33330.0,5233.47,28096.53,15.7,84.3
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ICED WHITE MOCHA MEDIUM,177.0,51891.29,7862.69,44028.6,15.15,84.85
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,ICED WHITE MOCHA SMALL,84.0,20020.0,2262.3,17757.7,11.3,88.7
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,MATCHA CREAM FRAPP SMALL,22.0,5623.33,1141.04,4482.29,20.29,79.71
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,MATCHA CREAM FRAPP LARGE,15.0,4950.0,1132.56,3817.44,22.88,77.12
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,MATCHA CREAM FRAPP MEDIUM,24.0,7013.34,1645.19,5368.15,23.46,76.54
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,MOCHA FRAPP LARGE,72.0,23730.0,5422.06,18307.94,22.85,77.15
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,MOCHA FRAPP MEDIUM,112.0,32853.33,8176.62,24676.71,24.89,75.11
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,MOCHA FRAPP SMALL,71.0,17710.0,4096.71,13613.29,23.13,76.87
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,NO WHIPPED CREAM,74.0,0.0,-655.68,655.68,0.0,100.0
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,REPLACE 1 SHOT YIRGACHEFFE,1.0,73.33,1.88,71.45,2.56,97.44
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,REPLACE 2 SHOT YIRGACHEFFE,1.0,66.67,3.76,62.91,5.64,94.36
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,REPLACE ALMOND LARGE,55.0,8147.33,3076.56,5070.77,37.76,62.24
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,REPLACE ALMOND MEDIUM,123.0,15418.79,5351.35,10067.44,34.71,65.29
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,REPLACE ALMOND SMALL,80.0,8404.0,2486.11,5917.89,29.58,70.42
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,REPLACE COCONUT LARGE,46.0,4512.0,2656.7,1855.3,58.88,41.12
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,REPLACE COCONUT MEDIUM,62.0,6057.33,2785.04,3272.29,45.98,54.02
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,REPLACE COCONUT SMALL,49.0,4818.0,1572.2,3245.8,32.63,67.37
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,REPLACE LACTOSE FREE LARGE,155.0,0.0,2601.09,-2601.09,0.0,100.0
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,REPLACE LACTOSE FREE MEDIUM,503.0,0.0,6565.2,-6565.2,0.0,100.0
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,REPLACE LACTOSE FREE SMALL,362.0,0.0,3374.9,-3374.9,0.0,100.0
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,REPLACE SKIMMED MILK LARGE,305.0,0.0,0.0,0.0,0.0,100.0
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,REPLACE SKIMMED MILK MEDIUM,665.0,0.0,0.0,0.0,0.0,100.0
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,REPLACE SKIMMED MILK SMALL,490.0,0.0,0.0,0.0,0.0,100.0
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,REPLACE SUGAR FREE ALMOND LARGE,3.0,550.0,166.47,383.53,30.27,69.73
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,REPLACE SUGAR FREE ALMOND MEDIUM,22.0,3226.66,813.85,2412.81,25.22,74.78
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,REPLACE SUGAR FREE ALMOND SMALL,21.0,2310.0,647.38,1662.62,28.03,71.97
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,REPLACE SUGAR FREE OAT LARGE,7.0,1283.34,352.41,930.93,27.46,72.54
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,REPLACE SUGAR FREE OAT MEDIUM,105.0,15400.0,3524.06,11875.94,22.88,77.12
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,REPLACE SUGAR FREE OAT SMALL,22.0,2420.0,615.31,1804.69,25.43,74.57
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,REPLACE SUGAR FREE SOYA LARGE,9.0,1650.0,422.89,1227.11,25.63,74.37
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,REPLACE SUGAR FREE SOYA MEDIUM,12.0,1760.0,375.9,1384.1,21.36,78.64
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,REPLACE SUGAR FREE SOYA SMALL,5.0,550.0,130.52,419.48,23.73,76.27
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,SALTED CARAMEL CREAM FRAPPE LARGE,2.0,733.33,179.98,553.35,24.54,75.46
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,SALTED CARAMEL CREAM FRAPPE MEDIUM,4.0,1298.0,314.04,983.96,24.19,75.81
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,SALTED CARAMEL CREAM FRAPPE SMALL,4.0,1158.67,250.5,908.17,21.62,78.38
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,SALTED CARAMEL FRAPPE LARGE,2.0,733.34,215.43,517.91,29.38,70.62
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,SALTED CARAMEL FRAPPE MEDIUM,16.0,5170.0,1539.7,3630.3,29.78,70.22
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,SALTED CARAMEL FRAPPE SMALL,6.0,1716.0,428.91,1287.09,24.99,75.01
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,STRAWBERRY CREAM FRAPP LARGE,8.0,2640.0,589.79,2050.21,22.34,77.66
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,STRAWBERRY CREAM FRAPP MEDIUM,36.0,10560.0,2571.24,7988.76,24.35,75.65
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,STRAWBERRY CREAM FRAPP SMALL,79.0,18223.33,4230.44,13992.89,23.21,76.79
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,STRAWBERRY DRIZZLE TOPPING,10.0,366.67,75.37,291.3,20.56,79.44
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,TOFFEENUT CREAM FRAP LARGE,1.0,366.67,74.74,291.93,20.38,79.62
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,TOFFEENUT CREAM FRAP MEDIUM,2.0,645.33,134.9,510.43,20.9,79.1
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,TOFFEENUT FRAP LARGE,2.0,733.33,164.42,568.91,22.42,77.58
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,TOFFEENUT FRAP MEDIUM,1.0,293.33,74.92,218.41,25.54,74.46
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,TOFFEENUT FRAP SMALL,3.0,858.0,178.72,679.28,20.83,79.17
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,VANILLA CREAM FRAPP LARGE,25.0,8250.0,1520.29,6729.71,18.43,81.57
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,VANILLA CREAM FRAPP MEDIUM,21.0,6160.0,1228.72,4931.28,19.95,80.05
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,VANILLA CREAM FRAPP SMALL,18.0,4620.0,786.33,3833.67,17.02,82.98
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,VANILLA FRAP SMALL,14.0,3593.33,742.24,2851.09,20.66,79.34
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,VANILLA FRAPP LARGE,1.0,330.0,68.28,261.72,20.69,79.31
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,VANILLA FRAPP MEDIUM,15.0,4400.0,989.71,3410.29,22.49,77.51
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,WHITE MOCHA CREAM FRAPP LARGE,8.0,2640.0,475.54,2164.46,18.01,81.99
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,WHITE MOCHA CREAM FRAPP MEDIUM,9.0,2640.0,514.27,2125.73,19.48,80.52
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,WHITE MOCHA CREAM FRAPP SMALL,3.0,770.0,128.32,641.68,16.66,83.34
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,WHITE MOCHA FRAPP LARGE,45.0,14850.0,3011.05,11838.95,20.28,79.72
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,WHITE MOCHA FRAPP MEDIUM,34.0,9973.34,2196.79,7776.55,22.03,77.97
Stories Lau,TAKE AWAY,BEVERAGES,COLD BAR SECTION,WHITE MOCHA FRAPP SMALL,25.0,6416.66,1302.6,5114.06,20.3,79.7
Stories Lau,TAKE AWAY,BEVERAGES,GRAB&GO BEVERAGES,LEMON JUICE,2.0,333.33,148.33,185.0,44.5,55.5
Stories Lau,TAKE AWAY,BEVERAGES,GRAB&GO BEVERAGES,MAWARDI JUICE,2.0,366.67,130.93,235.74,35.71,64.29
Stories Lau,TAKE AWAY,BEVERAGES,GRAB&GO BEVERAGES,ORANGE JUICE,15.0,2666.67,981.98,1684.69,36.82,63.18
Stories Lau,TAKE AWAY,BEVERAGES,GRAB&GO BEVERAGES,POMEGRANATE JUICE,2.0,366.66,192.19,174.47,52.42,47.58
Stories Lau,TAKE AWAY,BEVERAGES,GRAB&GO BEVERAGES,RIM SPARKLING WATER-250 ML,18.0,1060.0,378.97,681.03,35.75,64.25
Stories Lau,TAKE AWAY,BEVERAGES,GRAB&GO BEVERAGES,SAN BENEDETTO CLEMENTINE 330ML/24,4.0,666.67,172.14,494.53,25.82,74.18
Stories Lau,TAKE AWAY,BEVERAGES,GRAB&GO BEVERAGES,SAN BENEDETTO GLASS 250ML/24,19.0,2786.67,774.66,2012.01,27.8,72.2
Stories Lau,TAKE AWAY,BEVERAGES,GRAB&GO BEVERAGES,SAN BENEDETTO LEMON 330ML/24,2.0,350.0,86.07,263.93,24.59,75.41
Stories Lau,TAKE AWAY,BEVERAGES,GRAB&GO BEVERAGES,WATER,205.0,7024.71,939.6,6085.11,13.38,86.62
Stories Lau,TAKE AWAY,BEVERAGES,HOT BAR SECTION,AMERICANO LARGE,44.0,11980.0,2471.95,9508.05,20.63,79.37
Stories Lau,TAKE AWAY,BEVERAGES,HOT BAR SECTION,AMERICANO MEDIUM,187.0,44971.66,8600.3,36371.36,19.12,80.88
Stories Lau,TAKE AWAY,BEVERAGES,HOT BAR SECTION,AMERICANO SMALL,176.0,36413.33,6140.26,30273.07,16.86,83.14
Stories Lau,TAKE AWAY,BEVERAGES,HOT BAR SECTION,BLACK COFFEE LARGE,2.0,513.33,155.93,357.4,30.38,69.62
Stories Lau,TAKE AWAY,BEVERAGES,HOT BAR SECTION,BLACK COFFEE MEDIUM,48.0,10560.0,3100.97,7459.03,29.37,70.63
Stories Lau,TAKE AWAY,BEVERAGES,HOT BAR SECTION,BLACK COFFEE SMALL,13.0,2383.34,672.97,1710.37,28.24,71.76
Stories Lau,TAKE AWAY,BEVERAGES,HOT BAR SECTION,BOMBAY CHAI BLACK TEA MEDIUM,1.0,166.67,41.11,125.56,24.66,75.34
Stories Lau,TAKE AWAY,BEVERAGES,HOT BAR SECTION,CAPPUCCINO LARGE,43.0,12613.33,2867.77,9745.56,22.74,77.26
Stories Lau,TAKE AWAY,BEVERAGES,HOT BAR SECTION,CAPPUCCINO MEDIUM,234.0,57792.34,10376.79,47415.55,17.96,82.04
Stories Lau,TAKE AWAY,BEVERAGES,HOT BAR SECTION,CAPPUCCINO SMALL,201.0,42822.0,6328.33,36493.67,14.78,85.22
Stories Lau,TAKE AWAY,BEVERAGES,HOT BAR SECTION,CARAMEL MACCHIATO LARGE,67.0,22080.0,5457.73,16622.27,24.72,75.28
Stories Lau,TAKE AWAY,BEVERAGES,HOT BAR SECTION,CARAMEL MACHIATO MEDIUM,237.0,66480.0,14904.66,51575.34,22.42,77.58
Stories Lau,TAKE AWAY,BEVERAGES,HOT BAR SECTION,CARAMEL MACHIATO SMALL,175.0,40610.0,7653.87,32956.13,18.85,81.15
Stories Lau,TAKE AWAY,BEVERAGES,HOT BAR SECTION,DOUBLE ESPRESSO,17.0,597.34,356.78,240.56,59.73,40.27
Stories Lau,TAKE AWAY,BEVERAGES,HOT BAR SECTION,DOUBLE ESPRESSO MAC,7.0,1466.67,193.9,1272.77,13.22,86.78
Stories Lau,TAKE AWAY,BEVERAGES,HOT BAR SECTION,EARL GREY LAVENDER TEA MEDIUM,2.0,166.67,74.08,92.59,44.45,55.55
Stories Lau,TAKE AWAY,BEVERAGES,HOT BAR SECTION,ENGLISH BREAKFAST TEA MEDIUM,2.0,183.34,74.08,109.26,40.41,59.59
Stories Lau,TAKE AWAY,BEVERAGES,HOT BAR SECTION,ESPRESSO,60.0,9870.33,707.74,9162.59,7.17,92.83
Stories Lau,TAKE AWAY,BEVERAGES,HOT BAR SECTION,FLAT WHITE,49.0,10024.66,1812.43,8212.23,18.08,81.92
Stories Lau,TAKE AWAY,BEVERAGES,HOT BAR SECTION,HOT DOUBLE SHOT LARGE,1.0,366.67,94.16,272.51,25.68,74.32
